"행정구역","2021년11월_계_총인구수","2021년11월_계_연령구간인구수","2021년11월_계_0~9세","2021년11월_계_10~19세","2021년11월_계_20~29세","2021년11월_계_30~39세","2021년11월_계_40~49세","2021년11월_계_50~59세","2021년11월_계_60~69세","2021년11월_계_70~79세","2021년11월_계_80~89세","2021년11월_계_90~99세","2021년11월_계_100세 이상"
"대전광역시 서구 용문동(3017055000)","12,305","12,305","563","616","2,478","2,140","1,692","1,723","1,669","939","425","57","3"
"대전광역시 서구 탄방동(3017055500)","27,332","27,332","1,637","2,355","5,452","4,672","4,371","4,286","2,831","1,097","546","82","3"
"대전광역시 서구 괴정동(3017056000)","19,293","19,293","1,117","1,249","4,566","3,600","2,822","2,541","2,003","952","377","63","3"
"대전광역시 서구 가장동(3017057000)","11,853","11,853","756","1,050","1,574","1,412","1,787","1,953","1,858","1,002","409","52","0"
"대전광역시 서구 내동(3017057500)","23,794","23,794","1,805","2,593","3,169","2,662","3,906","3,961","3,225","1,679","697","96","1"
"대전광역시 서구 갈마1동(3017058100)","21,587","21,587","1,096","1,572","4,277","3,469","3,036","3,361","3,057","1,164","487","66","2"
"대전광역시 서구 갈마2동(3017058200)","25,008","25,008","1,377","1,975","5,578","4,205","3,728","4,035","2,679","925","451","53","2"
"대전광역시 서구 월평1동(3017058600)","11,233","11,233","339","535","2,886","1,923","1,469","1,876","1,371","573","221","38","2"
"대전광역시 서구 월평2동(3017058700)","14,784","14,784","739","1,265","1,797","1,483","1,885","2,761","2,663","1,271","784","134","2"
"대전광역시 서구 월평3동(3017058800)","21,359","21,359","1,715","2,630","2,672","2,598","3,330","3,826","3,105","953","449","80","1"
"대전광역시 서구 가수원동(3017059000)","42,774","42,774","5,367","4,969","5,112","6,738","8,019","5,936","4,218","1,626","677","106","6"
"대전광역시 서구 관저1동(3017059600)","15,674","15,674","1,232","1,583","2,751","2,021","2,306","2,775","1,713","814","422","55","2"
"대전광역시 서구 관저2동(3017059700)","50,223","50,223","5,936","6,094","6,715","7,713","9,419","7,704","4,015","1,737","770","117","3"
"대전광역시 서구 기성동(3017060000)","3,726","3,726","91","167","281","261","395","667","799","562","408","91","4"
"대전광역시 서구 둔산1동(3017063000)","16,864","16,864","1,514","3,394","1,610","1,260","3,928","2,542","1,352","823","370","69","2"
"대전광역시 서구 둔산2동(3017064000)","35,963","35,963","3,083","4,145","5,385","5,340","6,115","6,342","3,681","1,222","577","72","1"
"대전광역시 서구 만년동(3017065000)","12,826","12,826","929","1,266","2,311","2,039","1,989","2,257","1,324","457","217","37","0"
"대전광역시 서구 둔산3동(3017066000)","19,848","19,848","1,137","2,864","2,595","1,671","3,331","3,536","2,613","1,392","613","88","8"
"대전광역시 유성구 (3020000000)","351,049","351,049","33,210","37,744","52,454","54,927","59,829","54,663","36,458","13,838","6,774","1,123","29"
"대전광역시 유성구 진잠동(3020052000)","25,243","25,243","1,912","2,446","3,305","2,793","4,178","4,736","3,428","1,523","808","112","2"
"대전광역시 유성구 학하동(3020052600)","17,133","17,133","1,809","1,267","2,669","2,823","2,598","2,762","2,259","621","274","48","3"
"대전광역시 유성구 상대동(3020052700)","19,697","19,697","2,253","2,768","1,968","2,570","3,839","3,109","2,180","659","287","63","1"
"대전광역시 유성구 온천1동(3020053000)","26,911","26,911","900","1,006","6,601","5,562","3,300","4,042","3,172","1,510","706","108","4"
"대전광역시 유성구 온천2동(3020054000)","40,258","40,258","3,393","3,128","8,726","6,274","5,577","5,772","4,733","1,736","785","134","0"
"대전광역시 유성구 노은1동(3020054600)","21,942","21,942","2,120","3,018","2,778","3,120","4,220","3,347","1,928","898","440","69","4"
"대전광역시 유성구 노은2동(3020054700)","24,542","24,542","2,236","3,386","3,075","3,023","4,584","4,084","2,351","1,116","591","95","1"
"대전광역시 유성구 노은3동(3020054800)","37,533","37,533","4,756","4,595","3,734","5,869","7,430","5,401","3,657","1,419","566","101","5"
"대전광역시 유성구 신성동(3020055000)","26,209","26,209","2,863","2,879","4,118","5,276","4,228","3,558","2,118","695","412","62","0"
"대전광역시 유성구 전민동(3020057000)","27,165","27,165","2,515","3,147","4,315","4,488","4,201","4,468","2,679","766","474","110","2"
"대전광역시 유성구 구즉동(3020058000)","27,561","27,561","2,344","3,008","4,194","3,968","4,634","4,744","2,687","1,193","687","99","3"
"대전광역시 유성구 관평동(3020060000)","28,870","28,870","3,026","4,448","3,742","3,937","5,823","4,632","2,261","645","306","50","0"
"대전광역시 유성구 원신흥동(3020061000)","27,985","27,985","3,083","2,648","3,229","5,224","5,217","4,008","3,005","1,057","438","72","4"
"대전광역시 대덕구 (3023000000)","174,330","174,330","10,452","15,872","24,094","19,621","26,080","33,242","26,218","12,309","5,673","743","26"
"대전광역시 대덕구 오정동(3023051000)","14,619","14,619","603","978","2,377","1,542","1,861","2,667","2,678","1,346","487","75","5"
"대전광역시 대덕구 대화동(3023052000)","6,992","6,992","263","474","801","776","1,029","1,327","1,326","677","267","50","2"
"대전광역시 대덕구 회덕동(3023052500)","12,350","12,350","616","960","1,403","1,192","1,679","2,316","2,333","1,164","612","73","2"
"대전광역시 대덕구 비래동(3023053300)","16,305","16,305","877","1,603","2,180","1,585","2,425","3,176","2,614","1,240","536","67","2"
"대전광역시 대덕구 송촌동(3023054300)","27,308","27,308","1,903","3,679","4,004","2,599","4,747","5,638","2,882","1,152","626","76","2"
"대전광역시 대덕구 중리동(3023054600)","19,621","19,621","891","1,567","3,003","2,221","2,979","3,752","3,092","1,449","602","64","1"
"대전광역시 대덕구 신탄진동(3023055000)","11,070","11,070","458","886","1,452","1,107","1,504","2,147","1,927","1,034","494","55","6"
"대전광역시 대덕구 석봉동(3023056000)","16,434","16,434","1,959","1,502","1,927","2,802","2,697","2,601","1,866","680","353","46","1"
"대전광역시 대덕구 덕암동(3023057000)","13,927","13,927","736","1,167","2,161","1,695","2,093","2,638","1,902","996","475","61","3"
"대전광역시 대덕구 목상동(3023058000)","6,573","6,573","423","596","973","1,000","1,166","1,190","754","311","137","23","0"
"대전광역시 대덕구 법1동(3023060000)","13,161","13,161","840","1,001","1,710","1,595","1,716","2,567","2,096","1,059","512","63","2"
"대전광역시 대덕구 법2동(3023061000)","15,970","15,970","883","1,459","2,103","1,507","2,184","3,223","2,748","1,201","572","90","0"
"울산광역시  (3100000000)","1,122,495","1,122,495","92,477","110,182","138,053","145,385","183,960","207,162","155,227","62,736","23,987","3,241","85"
"울산광역시 중구 (3111000000)","213,441","213,441","15,382","19,555","25,394","25,261","33,173","40,298","33,489","14,792","5,433","648","16"
"울산광역시 중구 학성동(3111051000)","11,219","11,219","519","672","1,299","1,348","1,502","1,959","2,137","1,286","441","53","3"
"울산광역시 중구 반구1동(3111052000)","16,964","16,964","1,299","1,300","1,979","2,349","2,585","3,276","2,721","1,054","357","42","2"
"울산광역시 중구 반구2동(3111053000)","8,681","8,681","366","570","1,251","1,012","1,100","1,727","1,551","789","275","40","0"
"울산광역시 중구 복산1동(3111054000)","4,423","4,423","192","295","528","463","501","877","944","456","153","14","0"
"울산광역시 중구 복산2동(3111055000)","11,268","11,268","897","1,072","1,449","1,595","1,715","2,046","1,533","679","245","37","0"
"울산광역시 중구 중앙동(3111058500)","12,691","12,691","392","618","1,478","1,253","1,518","2,443","2,842","1,516","581","50","0"
"울산광역시 중구 우정동(3111059000)","18,343","18,343","1,225","1,530","2,131","2,183","2,684","3,301","3,155","1,437","626","71","0"
"울산광역시 중구 태화동(3111060000)","33,155","33,155","3,202","3,669","3,638","4,126","5,857","5,797","4,445","1,775","565","79","2"
"울산광역시 중구 다운동(3111061000)","22,715","22,715","946","1,902","3,051","2,033","3,119","4,959","4,016","1,835","777","77","0"
"울산광역시 중구 병영1동(3111062000)","22,079","22,079","1,375","2,181","2,812","2,228","3,175","4,646","3,669","1,444","484","61","4"
"울산광역시 중구 병영2동(3111063000)","20,203","20,203","1,919","1,913","2,116","2,666","3,383","3,567","3,051","1,128","417","42","1"
"울산광역시 중구 약사동(3111064000)","10,837","10,837","1,267","1,287","1,260","1,578","1,823","1,978","1,102","380","139","22","1"
"울산광역시 중구 성안동(3111065000)","20,863","20,863","1,783","2,546","2,402","2,427","4,211","3,722","2,323","1,013","373","60","3"
"울산광역시 남구 (3114000000)","314,331","314,331","22,630","29,247","43,596","40,991","49,642","60,795","43,665","17,087","5,952","706","20"
"울산광역시 남구 신정1동(3114051000)","18,287","18,287","773","1,061","2,394","2,192","2,359","3,508","3,624","1,746","570","54","6"
"울산광역시 남구 신정2동(3114052000)","24,244","24,244","1,885","3,055","3,086","2,694","4,233","4,707","2,862","1,282","391","48","1"
"울산광역시 남구 신정3동(3114053000)","16,383","16,383","1,240","1,210","2,038","2,054","2,466","3,243","2,602","1,087","387","56","0"
"울산광역시 남구 신정4동(3114054000)","20,951","20,951","1,715","2,281","2,746","2,624","3,551","3,752","2,719","1,146","363","54","0"
"울산광역시 남구 신정5동(3114055000)","8,887","8,887","460","580","1,342","1,280","1,396","1,685","1,320","598","205","21","0"
"울산광역시 남구 달동(3114056000)","27,170","27,170","1,568","1,996","4,080","3,840","4,050","5,219","4,182","1,512","651","69","3"
"울산광역시 남구 삼산동(3114057000)","49,002","49,002","3,415","4,264","7,765","7,710","8,244","9,366","5,809","1,817","535","77","0"
"울산광역시 남구 삼호동(3114058500)","20,406","20,406","1,116","1,587","3,003","2,273","2,768","4,591","3,219","1,271","516","61","1"
"울산광역시 남구 무거동(3114059500)","31,842","31,842","1,996","3,318","5,683","3,526","4,890","6,720","3,750","1,346","548","65","0"
"울산광역시 남구 옥동(3114060000)","26,412","26,412","2,060","3,053","3,505","3,118","4,128","5,446","3,514","1,142","397","49","0"
"울산광역시 남구 대현동(3114062500)","29,856","29,856","3,230","3,296","3,147","4,290","5,427","4,828","3,587","1,506","494","48","3"
"울산광역시 남구 수암동(3114063500)","16,708","16,708","1,492","1,805","2,105","2,258","2,542","3,234","2,269","750","222","29","2"
"울산광역시 남구 선암동(3114064000)","14,294","14,294","1,076","1,218","1,752","1,856","2,285","2,678","2,271","832","296","29","1"
"울산광역시 남구 야음장생포동(3114067000)","9,889","9,889","604","523","950","1,276","1,303","1,818","1,937","1,052","377","46","3"
"울산광역시 동구 (3117000000)","154,383","154,383","13,823","15,644","16,846","21,444","26,202","24,844","23,778","8,806","2,629","359","8"
"울산광역시 동구 방어동(3117051000)","40,130","40,130","3,408","4,138","4,463","5,666","7,341","6,619","5,591","2,136","669","97","2"
"울산광역시 동구 일산동(3117052000)","5,781","5,781","228","351","706","755","825","1,020","1,194","526","158","18","0"
"울산광역시 동구 화정동(3117053000)","19,522","19,522","2,065","1,915","1,919","2,724","3,262","3,117","2,903","1,131","433","51","2"
"울산광역시 동구 대송동(3117054000)","11,573","11,573","851","1,144","1,452","1,423","1,944","2,218","1,786","552","182","19","2"
"울산광역시 동구 전하1동(3117055000)","14,787","14,787","1,275","1,384","1,813","2,026","2,354","2,300","2,318","1,026","257","33","1"
"울산광역시 동구 전하2동(3117056000)","20,609","20,609","1,967","2,336","2,267","2,567","3,450","3,670","3,017","991","292","51","1"
"울산광역시 동구 남목1동(3117058000)","8,743","8,743","592","923","848","1,021","1,424","1,370","1,696","664","188","17","0"
"울산광역시 동구 남목2동(3117059000)","21,170","21,170","2,258","2,164","2,295","3,599","3,510","2,763","3,300","1,037","213","31","0"
"울산광역시 동구 남목3동(3117060000)","12,068","12,068","1,179","1,289","1,083","1,663","2,092","1,767","1,973","743","237","42","0"
"울산광역시 북구 (3120000000)","218,258","218,258","24,088","23,735","26,201","32,840","38,855","38,792","22,204","7,850","3,204","469","20"
"울산광역시 북구 농소1동(3120051000)","36,807","36,807","4,369","3,984","3,912","5,466","6,719","6,194","3,967","1,552","560","80","4"
"울산광역시 북구 농소2동(3120052000)","41,165","41,165","5,342","4,888","4,339","6,699","7,814","6,506","3,661","1,285","557","73","1"
"울산광역시 북구 농소3동(3120053000)","38,271","38,271","3,415","6,094","4,797","3,606","8,154","7,338","2,942","1,292","555","73","5"
"울산광역시 북구 강동동(3120054000)","16,436","16,436","2,561","1,442","1,095","3,187","2,961","2,111","1,930","722","358","67","2"
"울산광역시 북구 효문동(3120056000)","29,500","29,500","2,653","2,089","4,352","4,907","4,232","6,211","3,554","1,029","404","67","2"
"울산광역시 북구 송정동(3120057000)","36,306","36,306","4,324","3,721","4,750","6,025","6,038","6,736","3,207","997","434","74","0"
"울산광역시 북구 양정동(3120058000)","9,891","9,891","704","752","1,719","1,577","1,446","1,857","1,281","403","132","20","0"
"울산광역시 북구 염포동(3120059000)","9,882","9,882","720","765","1,237","1,373","1,491","1,839","1,662","570","204","15","6"
"울산광역시 울주군 (3171000000)","222,082","222,082","16,554","22,001","26,016","24,849","36,088","42,433","32,091","14,201","6,769","1,059","21"
"울산광역시 울주군 온산읍(3171025000)","20,368","20,368","1,384","1,626","2,502","2,739","3,640","4,064","2,705","1,135","499","69","5"
"울산광역시 울주군 언양읍(3171025300)","28,342","28,342","2,299","2,765","3,355","3,116","4,499","5,235","4,204","1,824","886","153","6"
"울산광역시 울주군 온양읍(3171025600)","28,706","28,706","2,434","3,222","3,278","3,406","5,185","5,331","3,527","1,490","732","100","1"
"울산광역시 울주군 범서읍(3171025900)","69,773","69,773","6,105","9,715","9,117","7,271","13,076","13,261","7,241","2,687","1,139","160","1"
"울산광역시 울주군 청량읍(3171026200)","19,127","19,127","1,655","1,539","2,150","2,763","2,875","3,529","2,807","1,200","522","87","0"
